dataset,project,package,complextype,method,smell,severity,multiclass,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
feature-envy,ganttproject-2.0.9,net.sourceforge.ganttproject.gui.options,CSVSettingsPanel,applyChanges(boolean),1.0,2.0,2.0,1.0,0.0,19.0,3.0,0.0,3.0,45.0,21.0,1.0,2.0,2.0,23.0,0.09523809523809523,3.0,1.0,2.0,18.0,3.0,2.0,1.0,0.0,3.32,3.32,19.0,9.0,6.0,6.0,5.0,0.9166666666666666,474.0,2524.0,58718.0,474.0,527.0,0.0,0.0,24.0,40.0,959.0,0.0,0.0,1.0,0.0,115.0,155.0,4398.0,25.0,164.0,5518.0,25.0,0.0,54.0,44.0,0.2134387351778656,83.0,83.0,1.0,0.0,other,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,24.0,24.0,0.0,public
data-class,ganttproject-2.0.9,net.sourceforge.ganttproject.parser,CustomPropertiesTagHandler.CustomPropertiesStructure,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,7,1473,58718,22,0,0,3,3,23,959,0,0,0,4,115,118,4398,1,146,5518,4,3,54,4,0,1,4,0.142857143,0,other,0,0,0,3,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,private
data-class,ganttproject-2.0.9,net.sourceforge.ganttproject.resource,HumanResourceManager.CustomPropertyDefinitionImpl,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,4,1,1,1,11,1249,58718,41,0,0,6,6,13,959,0,0,1,4,115,115,4398,1,179,5518,7,0,54,11,0,1,7,0,1,other,6,6,0,0,0,0,0,0,1,0,0,0,7,7,0,0,1,6,0,0,0,6,0,0,package
data-class,ganttproject-2.0.9,net.sourceforge.ganttproject.task,CustomColumEvent,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,35,3878,58718,55,0,0,4,8,50,959,0,0,0,17,115,372,4398,3,507,5518,7,4,54,8,0,3,7,0.2,0,other,8,4,4,0,4,0,0,0,3,0,0,0,7,7,0,0,1,2,0,2,0,6,0,0,public
long-method,ganttproject-2.0.9,net.sourceforge.ganttproject.task,TaskProperties,getProperty(TaskString),1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,7.0,101.0,27.0,0.0,12.0,0.0,22.0,0.8888888888888888,8.0,17.0,8.0,0.0,18.0,0.0,0.4444444444444444,1.0,27.0,27.0,2.0,8.0,17.0,1.0,8.0,0.0,131.0,3878.0,58718.0,131.0,0.0,0.0,0.0,8.0,50.0,959.0,0.0,0.0,0.0,17.0,115.0,372.0,4398.0,1.0,507.0,5518.0,1.0,8.0,54.0,19.0,1.0,27.0,27.0,0.1111111111111111,0.0,other,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,public
feature-long,ganttproject-2.0.9,org.ganttproject.impex.msproject,GanttMPXJOpen,processTask(TaskManagerMPXCalendarTaskDefaultMutableTreeNode),1.0,2.0,5.0,4.0,0.0,11.0,1.0,0.0,3.0,99.0,15.0,0.0,17.0,0.0,44.0,0.21428571428571427,4.0,6.0,3.0,1.0,15.0,0.0,0.26666666666666666,0.0,3.6923076923076900,3.6923076923076900,21.0,17.0,15.0,1.0,13.0,0.9444444444444445,425.0,1144.0,58718.0,425.0,0.0,0.0,0.0,6.0,14.0,959.0,0.0,3.0,0.0,0.0,115.0,59.0,4398.0,13.0,66.0,5518.0,13.0,0.0,54.0,48.0,0.0,48.0,48.0,0.0,0.0,abstract,1.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,5.0,11.0,0.0,public
long-method,heritrix-1.14.4,org.archive.crawler.admin.ui,JobConfigureUtils,handleJobAction(CrawlJobHandlerHttpServletRequestHttpServletResponseStringStringString),1.0,2.0,5.0,6.0,0.0,1.0,1.0,0.0,6.0,118.0,40.0,0.0,21.0,0.0,35.0,0.9230769230769231,7.0,16.0,12.0,1.0,18.0,0.0,0.3888888888888889,1.0,7.090909090909090,7.090909090909090,3.0,13.0,29.0,1.0,12.0,0.9923076923076923,456.0,503.0,94240.0,456.0,0.0,0.0,0.0,13.0,3.0,649.0,0.0,0.0,0.0,0.0,50.0,15.0,4947.0,11.0,15.0,5366.0,11.0,3.0,45.0,45.0,0.05454545454545454,78.0,78.0,0.6666666666666666,0.0,other,12.0,0.0,12.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,5.0,6.0,11.0,11.0,public
feature-envy,heritrix-1.14.4,org.archive.crawler.extractor,ExtractorHTML,processGeneralTag(CrawlURICharSequenceCharSequence),0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,6.0,216.0,46.0,0.0,30.0,0.0,50.0,0.7777777777777778,11.0,15.0,14.0,6.0,16.0,0.0,0.6875,0.0,6.705882352941170,6.705882352941170,10.0,30.0,34.0,7.0,22.0,0.9791666666666666,790.0,4916.0,94240.0,790.0,85.0,1.0,0.0,24.0,43.0,649.0,0.0,2.0,1.0,0.0,50.0,200.0,4947.0,17.0,206.0,5366.0,17.0,6.0,45.0,174.0,0.8,114.0,114.0,0.4,0.0,other,21.0,0.0,21.0,2.0,22.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,16.0,16.0,0.0,12.0,1.0,4.0,0.0,2.0,12.0,4.0,15.0,0.0,public
data-class,heritrix-1.14.4,org.archive.crawler.extractor,Link,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,1.142857143,0,0,0,1,0,1,68,4916,94240,100,0,1,4,15,43,649,0,0,1,0,50,200,4947,3,206,5366,7,10,45,7,0.2,4,8,0.176470588,0,other,11,0,11,4,11,0,0,0,1,0,0,0,7,6,1,0,0,5,0,0,0,7,2,1,public
long-method,heritrix-1.14.4,org.archive.crawler.framework,AbstractTracker,AbstractTracker(StringString),0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,3.0,0.0,7.0,1.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,1.4545454545454500,1.4782608695652100,1.0,9.0,11.0,5.0,7.0,0.9494949494949495,276.0,5688.0,94240.0,293.0,0.0,0.0,1.0,9.0,15.0,649.0,0.0,1.0,3.0,6.0,50.0,334.0,4947.0,22.0,377.0,5366.0,23.0,2.0,45.0,35.0,0.38095238095238093,32.0,34.0,0.0,0.0,abstract,2.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,17.0,21.0,0.0,public
long-method,heritrix-1.14.4,org.archive.crawler.framework,AbstractTracker,initialize(CrawlController),0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.4545454545454500,1.4782608695652100,1.0,9.0,11.0,5.0,7.0,0.9494949494949495,276.0,5688.0,94240.0,293.0,0.0,0.0,1.0,9.0,15.0,649.0,0.0,1.0,3.0,6.0,50.0,334.0,4947.0,22.0,377.0,5366.0,23.0,2.0,45.0,35.0,0.38095238095238093,32.0,34.0,0.0,0.0,abstract,2.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,17.0,21.0,0.0,public
long-method,heritrix-1.14.4,org.archive.crawler.framework,AbstractTracker,run(),0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,31.0,6.0,0.0,1.0,0.0,6.0,0.75,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.4545454545454500,1.4782608695652100,1.0,9.0,11.0,5.0,7.0,0.9494949494949495,276.0,5688.0,94240.0,293.0,0.0,0.0,1.0,9.0,15.0,649.0,0.0,1.0,3.0,6.0,50.0,334.0,4947.0,22.0,377.0,5366.0,23.0,2.0,45.0,35.0,0.38095238095238093,32.0,34.0,0.0,0.0,abstract,2.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,17.0,21.0,0.0,public
god-class,heritrix-1.14.4,org.archive.crawler.frontier,WorkQueueFrontier,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62745098,2.596153846,13,29,94,6,19,0.966083731,1315,8244,94240,1320,0,0,1,37,34,649,1,1,4,2,50,356,4947,51,383,5366,52,11,45,162,0.272727273,134,135,0,0,abstract,18,0,18,14,23,5,6,0,1,0,0,0,46,51,1,1,1,6,18,19,11,22,50,1,public
long-method,heritrix-1.14.4,org.archive.crawler.settings,CrawlSettingsSAXHandler,CrawlSettingsSAXHandler(CrawlerSettings),0.0,0.0,0.0,1.0,1.0,34.0,3.0,1.0,1.0,54.0,1.0,0.0,1.0,0.0,38.0,0.08108108108108109,21.0,20.0,3.0,0.0,21.0,0.0,1.0,0.0,2125,2.0,5.0,5.0,25.0,2.0,25.0,0.8875,598.0,7192.0,94240.0,604.0,15.0,2.0,1.0,10.0,59.0,649.0,21.0,0.0,1.0,1.0,50.0,424.0,4947.0,8.0,494.0,5366.0,9.0,0.0,45.0,39.0,0.4642857142857143,17.0,18.0,0.8888888888888888,0.0,other,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,7.0,0.0,public
long-method,heritrix-1.14.4,org.archive.extractor,RegexpHTMLLinkExtractor,processGeneralTag(CharSequenceCharSequence),1.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,6.0,125.0,30.0,0.0,17.0,0.0,32.0,0.9285714285714286,6.0,12.0,13.0,3.0,12.0,0.0,0.5,0.0,5.5,5.153846153846150,4.0,8.0,15.0,2.0,7.0,0.9675925925925926,402.0,754.0,94240.0,410.0,13.0,1.0,1.0,18.0,4.0,649.0,0.0,0.0,0.0,3.0,50.0,32.0,4947.0,12.0,39.0,5366.0,13.0,0.0,45.0,41.0,0.6666666666666666,66.0,67.0,1.0,0.0,other,12.0,0.0,12.0,5.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,13.0,1.0,15.0,0.0,1.0,3.0,2.0,9.0,2.0,12.0,1.0,public
data-class,hsqldb-2.0.0,org.hsqldb,ColumnBase,,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.142857143,1.05,2,2,0,1,0,0.942105263,32,69768,171667,99,0,0,13,10,106,465,0,1,0,12,54,2196,6749,7,2620,7652,20,0,22,20,0.130718954,8,21,0.352941176,0,other,0,0,0,10,0,0,0,0,2,0,0,0,20,20,0,0,1,6,0,4,2,17,5,0,public
god-class,hsqldb-2.0.0,org.hsqldb,Expression,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.507462687,4.814814815,79,48,75,1,32,0.956696429,1731,69768,171667,1854,0,1,14,28,106,465,0,12,1,12,54,2196,6749,67,2620,7652,81,4,22,163,0.43956044,369,390,0.814814815,0,other,13,0,13,15,13,0,0,0,3,0,0,0,81,74,7,18,57,1,0,5,1,23,64,7,public
god-class,hsqldb-2.0.0,org.hsqldb,ExpressionLogical,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91666667,12.64864865,68,56,63,2,19,1,1825,69768,171667,1836,71,7,1,2,106,465,0,1,0,12,54,2196,6749,36,2620,7652,37,0,22,219,0.005847953,465,468,0.833333333,0,other,0,0,0,2,0,0,0,0,7,0,0,0,37,35,2,2,19,0,11,0,1,6,29,2,public
god-class,hsqldb-2.0.0,org.hsqldb,FunctionCustom,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,50.8,181,68,69,3,28,0.844444444,2043,69768,171667,2084,79,5,1,70,106,465,0,0,0,12,54,2196,6749,9,2620,7652,10,4,22,237,0.277777778,504,508,0.583333333,0,other,67,0,67,3,67,0,0,0,1,0,0,0,10,6,4,2,1,64,1,0,0,8,8,4,public
god-class,hsqldb-2.0.0,org.hsqldb,ParserDDL,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081395349,8.081395349,332,108,193,5,50,0.968627451,4973,69768,171667,4973,220,1,0,3,106,465,0,1,0,12,54,2196,6749,86,2620,7652,86,0,22,755,0.005444646,695,695,0,0,other,3,0,3,0,3,0,0,0,1,0,0,0,86,84,2,3,59,0,27,0,0,0,85,2,public
feature-long,hsqldb-2.0.0,org.hsqldb,ParserDML,resolveUpdateExpressions(TableRangeVariable[]int[]Expression[]RangeVariable[]),1.0,2.0,5.0,5.0,1.0,14.0,5.0,1.0,6.0,105.0,22.0,0.0,14.0,0.0,32.0,0.06666666666666667,6.0,9.0,1.0,0.0,13.0,0.0,0.46153846153846156,0.0,14.636363636363600,14.636363636363600,89.0,77.0,90.0,3.0,30.0,0.0,1147.0,69768.0,171667.0,1147.0,183.0,0.0,0.0,0.0,106.0,465.0,0.0,1.0,0.0,12.0,54.0,2196.0,6749.0,11.0,2620.0,7652.0,11.0,0.0,22.0,427.0,0.0,161.0,161.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,public
god-class,hsqldb-2.0.0,org.hsqldb,ParserDML,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63636364,14.63636364,89,77,90,3,30,0,1147,69768,171667,1147,183,0,0,0,106,465,0,1,0,12,54,2196,6749,11,2620,7652,11,0,22,427,0,161,161,0,0,other,0,0,0,0,0,0,0,0,1,0,0,0,11,10,1,0,9,0,2,0,0,0,10,1,public
feature-long,hsqldb-2.0.0,org.hsqldb,ParserDQL,readExpression(HsqlArrayListshort[]intintboolean),1.0,2.0,5.0,5.0,0.0,13.0,6.0,0.0,6.0,132.0,24.0,0.0,16.0,0.0,36.0,0.17647058823529413,7.0,10.0,3.0,3.0,13.0,0.0,0.5384615384615384,0.0,6.830882352941170,6.830882352941170,408.0,68.0,165.0,2.0,48.0,0.8481481481481481,5428.0,69768.0,171667.0,5428.0,48.0,2.0,0.0,4.0,106.0,465.0,1.0,1.0,0.0,12.0,54.0,2196.0,6749.0,136.0,2620.0,7652.0,136.0,0.0,22.0,369.0,0.8285237698081734,929.0,929.0,0.0,0.0,other,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,136.0,0.0,1.0,108.0,0.0,25.0,3.0,3.0,0.0,135.0,0.0,public
god-class,hsqldb-2.0.0,org.hsqldb,QuerySpecification,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035087719,6.298507463,100,56,152,2,38,0.919612795,2100,69768,171667,2216,20,28,10,36,106,465,0,0,0,12,54,2196,6749,57,2620,7652,67,10,22,268,0.414965986,401,422,0.484848485,0,other,1,0,1,35,1,0,0,0,2,0,0,0,67,66,1,7,28,19,16,0,0,23,55,1,public
feature-envy,hsqldb-2.0.0,org.hsqldb,Routine,getMethod(StringRoutineboolean[]boolean),1.0,2.0,2.0,4.0,0.0,7.0,5.0,0.0,6.0,122.0,25.0,0.0,16.0,0.0,28.0,0.2,5.0,4.0,2.0,2.0,5.0,0.0,1.0,1.0,3.9722222222222200,2.5970149253731300,63.0,36.0,42.0,1.0,25.0,0.9723484848484848,849.0,69768.0,171667.0,1012.0,0.0,0.0,31.0,40.0,106.0,465.0,0.0,0.0,1.0,12.0,54.0,2196.0,6749.0,36.0,2620.0,7652.0,67.0,8.0,22.0,123.0,0.15625,143.0,174.0,0.4307692307692308,0.0,other,10.0,1.0,9.0,30.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,67.0,61.0,6.0,28.0,9.0,4.0,1.0,0.0,0.0,57.0,34.0,6.0,public
god-class,hsqldb-2.0.0,org.hsqldb,Routine,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.972222222,2.597014925,63,36,42,1,25,0.972348485,849,69768,171667,1012,0,0,31,40,106,465,0,0,1,12,54,2196,6749,36,2620,7652,67,8,22,123,0.15625,143,174,0.430769231,0,other,10,1,9,30,9,0,0,0,2,0,0,0,67,61,6,28,9,4,1,0,0,57,34,6,public
data-class,hsqldb-2.0.0,org.hsqldb,RowActionBase,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,33,69768,171667,47,0,0,1,17,106,465,0,1,0,12,54,2196,6749,2,2620,7652,3,8,22,3,1,2,3,0,0,other,8,0,8,9,8,0,0,0,2,0,0,0,3,3,0,9,3,0,0,0,0,0,0,0,package
feature-long,hsqldb-2.0.0,org.hsqldb,SchemaObjectSet,addAllSQL(OrderedHashSetOrderedHashSetHsqlArrayListIteratorOrderedHashSet),1.0,2.0,5.0,5.0,1.0,16.0,6.0,1.0,7.0,103.0,26.0,0.0,13.0,0.0,29.0,0.0,11.0,17.0,0.0,1.0,19.0,0.0,0.5789473684210527,1.0,9.882352941176470,9.882352941176470,45.0,23.0,38.0,1.0,16.0,0.53125,496.0,69768.0,171667.0,496.0,0.0,0.0,0.0,2.0,106.0,465.0,0.0,0.0,0.0,12.0,54.0,2196.0,6749.0,17.0,2620.0,7652.0,17.0,0.0,22.0,57.0,0.4583333333333333,168.0,168.0,1.0,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,12.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,public
feature-long,hsqldb-2.0.0,org.hsqldb,StatementDML,performReferentialActions(SessionTableRowSetNavigatorDataChangeRowObject[]int[]HashSet),1.0,2.0,5.0,7.0,0.0,21.0,8.0,0.0,6.0,145.0,25.0,0.0,19.0,0.0,40.0,0.0,12.0,17.0,0.0,1.0,20.0,0.0,0.6,1.0,9.0,9.0,77.0,57.0,77.0,3.0,31.0,0.9523809523809523,1261.0,69768.0,171667.0,1261.0,58.0,0.0,0.0,4.0,106.0,465.0,0.0,2.0,0.0,12.0,54.0,2196.0,6749.0,22.0,2620.0,7652.0,22.0,0.0,22.0,224.0,0.07352941176470588,198.0,198.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,19.0,3.0,4.0,21.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,public
god-class,hsqldb-2.0.0,org.hsqldb,StatementDML,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,77,57,77,3,31,0.952380952,1261,69768,171667,1261,58,0,0,4,106,465,0,2,0,12,54,2196,6749,22,2620,7652,22,0,22,224,0.073529412,198,198,1,0,other,0,0,0,4,0,0,0,0,5,0,0,0,22,19,3,4,21,0,0,0,0,1,17,3,public
god-class,hsqldb-2.0.0,org.hsqldb,StatementSchema,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41176471,13.52631579,123,52,99,2,41,1,1217,69768,171667,1268,33,1,2,4,106,465,0,1,0,12,54,2196,6749,17,2620,7652,19,0,22,181,0.285714286,245,257,1,0,other,0,0,0,4,0,0,0,0,4,0,0,0,19,16,3,4,8,0,8,0,0,3,13,3,public
long-method,hsqldb-2.0.0,org.hsqldb.cmdline,SqlFile,displayResultSet(StatementResultSetint[]String),1.0,3.0,6.0,4.0,0.0,11.0,2.0,0.0,7.0,429.0,97.0,0.0,34.0,0.0,65.0,0.59375,3.0,6.0,19.0,12.0,6.0,0.0,0.5,0.0,14.083333333333300,13.23076923076920,206.0,12.0,44.0,1.0,17.0,0.9801050013815971,5281.0,6397.0,171667.0,5377.0,0.0,0.0,6.0,94.0,15.0,465.0,7.0,0.0,0.0,0.0,54.0,114.0,6749.0,72.0,120.0,7652.0,78.0,1.0,22.0,132.0,0.21846153846153846,1014.0,1032.0,0.7931034482758621,0.0,other,23.0,0.0,23.0,44.0,54.0,31.0,0.0,0.0,8.0,0.0,0.0,0.0,78.0,62.0,16.0,3.0,1.0,94.0,47.0,0.0,2.0,28.0,64.0,16.0,public
god-class,hsqldb-2.0.0,org.hsqldb.cmdline.sqltool,SqlFileScanner,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.642857143,10,2,5,1,2,0.978771454,986,1190,171667,1055,0,0,12,54,3,465,0,0,1,1,54,44,6749,30,56,7652,42,12,22,47,0.224637681,183,195,0.368421053,0,other,28,0,28,25,29,1,0,0,2,7,7,0,35,26,9,0,0,42,16,0,0,26,28,9,public
god-class,hsqldb-2.0.0,org.hsqldb.dbinfo,DatabaseInformationFull,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.794520548,6.794520548,123,73,158,3,49,0.944444444,6908,10893,171667,6908,34,1,0,1,4,465,0,0,0,0,54,121,6749,73,123,7652,73,0,22,396,0.006036217,496,496,0,0,final,1,0,1,0,1,0,0,0,1,0,0,0,73,73,0,1,71,0,1,0,1,0,72,0,package
feature-long,hsqldb-2.0.0,org.hsqldb.index,IndexAVL,findNode(SessionPersistentStoreObject[]int[]intintintboolean),1.0,2.0,5.0,8.0,0.0,11.0,5.0,0.0,6.0,143.0,26.0,0.0,13.0,0.0,26.0,0.15384615384615385,4.0,5.0,2.0,5.0,6.0,0.0,0.6666666666666666,0.0,4.235294117647050,3.7049180327868800,25.0,21.0,43.0,1.0,15.0,0.9606060606060606,1544.0,2931.0,171667.0,1606.0,0.0,0.0,10.0,22.0,5.0,465.0,1.0,1.0,1.0,1.0,54.0,168.0,6749.0,51.0,188.0,7652.0,61.0,0.0,22.0,110.0,0.23502824858757063,216.0,226.0,0.782608695652174,0.0,other,15.0,14.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,61.0,0.0,9.0,15.0,8.0,0.0,5.0,0.0,46.0,50.0,0.0,public
god-class,hsqldb-2.0.0,org.hsqldb.index,IndexAVL,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235294118,3.704918033,25,21,43,1,15,0.960606061,1544,2931,171667,1606,0,0,10,22,5,465,1,1,1,1,54,168,6749,51,188,7652,61,0,22,110,0.235028249,216,226,0.782608696,0,other,15,14,1,7,1,0,0,0,1,0,0,0,61,61,0,9,15,8,0,5,0,46,50,0,public
feature-long,hsqldb-2.0.0,org.hsqldb.result,Result,newResult(SessionDataInputRowInputBinaryint),1.0,2.0,5.0,4.0,0.0,39.0,3.0,0.0,2.0,239.0,41.0,0.0,10.0,0.0,73.0,0.35,9.0,14.0,21.0,2.0,14.0,0.0,0.6428571428571429,1.0,3.1578947368421000,2.201923076923070,72.0,29.0,56.0,1.0,21.0,0.9508299404948325,1211.0,3186.0,171667.0,1512.0,0.0,0.0,47.0,31.0,4.0,465.0,0.0,1.0,0.0,2.0,54.0,112.0,6749.0,57.0,172.0,7652.0,104.0,14.0,22.0,173.0,0.3894042465471037,180.0,229.0,0.4649122807017544,0.0,other,5.0,0.0,5.0,26.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,104.0,67.0,37.0,7.0,1.0,10.0,3.0,0.0,0.0,100.0,55.0,37.0,public
